0000	E8
2AFA	39
2AFB	80
2AFC	19
2AFD	3E
2AFE	85
2AFF	C8
2B00	75
2B01	58
2B02	19
2B03	58
2B04	01
2B05	25
2B06	0A
2B07	DA
2B08	A8
2B09	C2
2B0A	79
2B0B	97
2B0C	49
2B0D	1D
2B0E	C0
2B0F	CD
2B10	9A
2B11	C4
2B12	A3
2B13	D2
2B14	5A
2B15	DA
2B16	4C
2B17	8A
2B18	E0
2B19	B2
2B1A	B0
2B1B	A1
2B1C	85
2B1D	42
2B1E	E8
2B1F	ED
2B20	85
2B21	11
2B22	EC
2B23	12
2B24	5A
2B25	DE
2B26	C7
2B27	0D
2B28	0E
2B29	F8
2B2A	00
2B2B	4C
2B2C	F2
2B2D	DA
2B2E	50
2B2F	6D
2B30	0A
2B31	2B
2B32	2A
2B33	58
2B34	B4
2B35	E7
2B36	17
2B37	1C
2B38	4F
2B39	84
2B3A	88
2B3B	0D
2B3C	3D
2B3D	1F
2B3E	A9
2B3F	50
2B40	8D
2B41	4D
2B42	8F
2B43	0E
2B44	D5
2B45	66
2B46	59
2B47	5E
2B48	5D
2B49	E2
2B4A	4F
2B4B	89
2B4C	9C
2B4D	13
2B4E	CB
2B4F	E7
2B50	1F
2B51	09
2B52	12
2B53	CA
2B54	7C
2B55	6F
2B56	EE
2B57	54
2B58	07
2B59	DA
2B5A	9E
2B5B	84
2B5C	3B
2B5D	75
2B5E	84
2B5F	01
2B60	D8
2B61	81
2B62	2E
2B63	C5
2B64	59
2B65	6B
2B66	A2
2B67	2F
2B68	AB
2B69	94
2B6A	08
2B6B	AB
2B6C	52
2B6D	7A
2B6E	1E
2B6F	95
2B70	F6
2B71	61
2B72	B2
2B73	90
2B74	A5
2B75	49
2B76	55
2B77	FE
2B78	90
2B79	E4
2B7A	B4
2B7B	95
2B7C	BB
2B7D	45
2B7E	FA
2B7F	B5
2B80	CA
2B81	5E
2B82	6E
2B83	07
2B84	9F
2B85	80
2B86	22
2B87	51
2B88	44
2B89	F8
2B8A	3E
2B8B	44
2B8C	16
2B8D	24
2B8E	F3
2B8F	91
2B90	20
2B91	00
2B92	48
2B93	D7
2B94	72
2B95	4F
2B96	D3
2B97	03
2B98	F7
2B99	91
2B9A	D1
2B9B	E2
2B9C	49
2B9D	38
2B9E	28
2B9F	6B
2BA0	D0
2BA1	F1
2BA2	74
2BA3	BB
2BA4	E3
2BA5	F5
2BA6	CE
2BA7	D5
2BA8	B4
2BA9	BF
2BAA	7F
2BAB	94
2BAC	78
2BAD	9D
2BAE	76
2BAF	34
2BB0	09
2BB1	7E
2BB2	CA
2BB3	33
2BB4	B1
2BB5	B2
2BB6	D2
2BB7	48
2BB8	84
2BB9	97
2BBA	82
2BBB	9E
2BBC	8B
2BBD	5E
2BBE	41
2BBF	FE
2BC0	67
2BC1	4E
2BC2	89
2BC3	D5
2BC4	C3
2BC5	9E
2BC6	C6
2BC7	A5
2BC8	78
2BC9	05
2BCA	A2
2BCB	43
2BCC	D4
2BCD	76
2BCE	D1
2BCF	AB
2BD0	BC
2BD1	EA
2BD2	12
2BD3	AE
2BD4	B1
2BD5	C7
2BD6	C3
2BD7	61
2BD8	AE
2BD9	AF
2BDA	D6
2BDB	D0
2BDC	27
2BDD	E4
2BDE	C4
2BDF	E4
2BE0	FE
2BE1	57
2BE2	9E
2BE3	86
2BE4	CF
2BE5	66
2BE6	A9
2BE7	4B
2BE8	8B
2BE9	72
2BEA	82
2BEB	7C
2BEC	6A
2BED	FB
2BEE	97
2BEF	9C
2BF0	16
2BF1	5F
2BF2	08
2BF3	2F
2BF4	E6
2BF5	03
2BF6	E5
2BF7	D9
2BF8	C2
2BF9	ED
2BFA	B1
2BFB	34
2BFC	98
2BFD	97
2BFE	23
2BFF	ED
2C00	B3
2C01	33
2C02	D6
2C03	D2
2C04	81
2C05	E6
2C06	C9
2C07	72
2C08	18
2C09	54
2C0A	61
2C0B	EB
2C0C	3D
2C0D	05
2C0E	CE
2C0F	EC
2C10	80
2C11	C3
2C12	70
2C13	7B
2C14	D5
2C15	D1
2C16	43
2C17	29
2C18	8F
2C19	C0
2C1A	6D
2C1B	29
2C1C	46
2C1D	4B
2C1E	4C
2C1F	45
2C20	C0
2C21	00
2C22	73
2C23	E9
2C24	1A
2C25	25
2C26	3E
2C27	28
2C28	F6
2C29	6B
2C2A	F8
2C2B	94
2C2C	5A
2C2D	E8
2C2E	20
2C2F	F5
2C30	AF
2C31	99
2C32	D6
2C33	51
2C34	C7
2C35	34
2C36	A6
2C37	12
2C38	60
2C39	D6
2C3A	2A
2C3B	68
2C3C	77
2C3D	67
2C3E	88
2C3F	28
2C40	AD
2C41	58
2C42	31
2C43	B0
2C44	BB
2C45	2F
2C46	84
2C47	7E
2C48	7F
2C49	E0
2C4A	68
2C4B	2B
2C4C	C8
2C4D	64
2C4E	B9
2C4F	81
2C50	32
2C51	B5
2C52	F5
2C53	88
2C54	41
2C55	D2
2C56	CF
2C57	67
2C58	45
2C59	98
2C5A	17
2C5B	A5
2C5C	F1
2C5D	FA
2C5E	9A
2C5F	1E
2C60	AA
2C61	DC
2C62	51
2C63	A6
2C64	6D
2C65	16
2C66	56
2C67	AB
2C68	FA
2C69	95
2C6A	25
2C6B	75
2C6C	55
2C6D	D4
2C6E	0B
2C6F	9A
2C70	B1
2C71	AB
2C72	43
2C73	10
2C74	DF
2C75	91
2C76	CF
2C77	1D
2C78	BA
2C79	5C
2C7A	11
2C7B	05
2C7C	B9
2C7D	E2
2C7E	0E
2C7F	BB
2C80	4E
2C81	AB
2C82	48
2C83	A8
2C84	6A
2C85	82
2C86	38
2C87	DB
2C88	9B
2C89	AA
2C8A	89
2C8B	EC
2C8C	21
2C8D	AF
2C8E	2C
2C8F	32
2C90	34
2C91	62
2C92	BA
2C93	86
2C94	9C
2C95	03
2C96	AA
2C97	7E
2C98	BD
2C99	28
2C9A	BA
2C9B	43
2C9C	F1
2C9D	4D
2C9E	69
2C9F	D7
2CA0	03
2CA1	F6
2CA2	A4
2CA3	0D
2CA4	32
2CA5	A3
2CA6	A6
2CA7	74
2CA8	6C
2CA9	CD
2CAA	EF
2CAB	81
2CAC	67
2CAD	DE
2CAE	F9
2CAF	C6
2CB0	C6
2CB1	EC
2CB2	FF
2CB3	22
2CB4	12
2CB5	8A
2CB6	A6
2CB7	9D
2CB8	EA
2CB9	6D
2CBA	12
2CBB	E5
2CBC	53
2CBD	EA
2CBE	A7
2CBF	DA
2CC0	FE
2CC1	8E
2CC2	E2
2CC3	FD
2CC4	E8
2CC5	45
2CC6	72
2CC7	63
2CC8	61
2CC9	6A
2CCA	AD
2CCB	3A
2CCC	02
2CCD	03
2CCE	7A
2CCF	6C
2CD0	4C
2CD1	87
2CD2	C1
2CD3	AD
2CD4	AA
2CD5	6A
2CD6	7D
2CD7	20
2CD8	2E
2CD9	BB
2CDA	37
2CDB	1F
2CDC	BD
2CDD	41
2CDE	E6
2CDF	8A
2CE0	DB
2CE1	B1
2CE2	42
2CE3	60
2CE4	88
2CE5	FD
2CE6	41
2CE7	3B
2CE8	AE
2CE9	FB
2CEA	56
2CEB	D0
2CEC	C6
2CED	35
2CEE	CE
2CEF	4F
2CF0	00
2CF1	D7
2CF2	F5
2CF3	F9
2CF4	2C
2CF5	02
2CF6	D7
2CF7	13
2CF8	8D
2CF9	5D
2CFA	7B
2CFB	F9
2CFC	E7
2CFD	D5
2CFE	32
2CFF	D5
2D00	15
2D01	66
2D02	F8
2D03	18
2D04	F1
2D05	59
2D06	A7
2D07	6E
2D08	9E
2D09	5D
2D0A	53
2D0B	CD
2D0C	F2
2D0D	69
2D0E	85
2D0F	45
2D10	43
2D11	90
2D12	8B
2D13	22
2D14	31
2D15	79
2D16	7E
2D17	82
2D18	48
2D19	00
2D1A	23
2D1B	78
2D1C	A2
2D1D	CD
2D1E	09
2D1F	B5
2D20	5E
2D21	C2
2D22	EE
2D23	50
2D24	AF
2D25	95
2D26	C9
2D27	F2
2D28	43
2D29	64
2D2A	D1
2D2B	C2
2D2C	B6
2D2D	21
2D2E	CE
2D2F	3D
2D30	C7
2D31	97
2D32	76
2D33	EE
2D34	E8
2D35	3A
2D36	95
2D37	CF
2D38	58
2D39	A0
2D3A	AC
2D3B	03
2D3C	48
2D3D	F5
2D3E	36
2D3F	AC
2D40	DD
2D41	C4
2D42	59
2D43	B3
2D44	5F
2D45	91
2D46	08
2D47	A4
2D48	F2
2D49	9C
2D4A	24
2D4B	4B
2D4C	23
2D4D	CB
2D4E	0B
2D4F	30
2D50	88
2D51	A9
2D52	E5
2D53	0B
2D54	08
2D55	05
2D56	1A
2D57	5C
2D58	1D
2D59	8F
2D5A	34
2D5B	7B
2D5C	3E
2D5D	D9
2D5E	DA
2D5F	C8
2D60	38
2D61	05
2D62	81
2D63	16
2D64	8F
2D65	32
2D66	97
2D67	1B
2D68	31
2D69	7A
2D6A	BB
2D6B	9C
2D6C	7A
2D6D	31
2D6E	DA
2D6F	0E
2D70	20
2D71	8C
2D72	99
2D73	3E
2D74	87
2D75	41
2D76	26
2D77	0E
2D78	58
2D79	5A
2D7A	52
2D7B	8F
2D7C	E3
2D7D	5F
2D7E	00
2D7F	AC
2D80	EC
2D81	CC
2D82	50
2D83	B5
2D84	C9
2D85	B5
2D86	F4
2D87	51
2D88	74
2D89	DA
2D8A	38
2D8B	63
2D8C	AC
2D8D	99
2D8E	86
2D8F	44
2D90	A5
2D91	FD
2D92	02
2D93	B6
2D94	D1
2D95	81
2D96	B1
2D97	A5
2D98	85
2D99	6B
2D9A	31
2D9B	3A
2D9C	5E
2D9D	49
2D9E	05
2D9F	4F
2DA0	19
2DA1	11
2DA2	ED
2DA3	FD
2DA4	A7
2DA5	FC
2DA6	0C
2DA7	E6
2DA8	6C
2DA9	A5
2DAA	A2
2DAB	51
2DAC	2F
2DAD	55
2DAE	B2
2DAF	B3
2DB0	6F
2DB1	78
2DB2	F9
2DB3	A2
2DB4	66
2DB5	65
2DB6	27
2DB7	10
2DB8	57
2DB9	78
2DBA	36
2DBB	9F
2DBC	FF
2DBD	29
2DBE	C1
2DBF	12
2DC0	91
2DC1	F6
2DC2	51
2DC3	95
2DC4	76
2DC5	F5
2DC6	05
2DC7	E7
2DC8	96
2DC9	16
2DCA	DA
2DCB	95
2DCC	87
2DCD	55
2DCE	A3
2DCF	BC
2DD0	52
2DD1	9F
2DD2	A2
2DD3	75
2DD4	2A
2DD5	60
2DD6	61
2DD7	10
2DD8	09
2DD9	74
2DDA	EA
2DDB	4C
2DDC	93
2DDD	DB
2DDE	24
2DDF	B7
2DE0	9F
2DE1	D9
2DE2	D1
2DE3	0B
2DE4	42
2DE5	7A
2DE6	BF
2DE7	A9
2DE8	41
2DE9	DB
2DEA	17
2DEB	FA
2DEC	ED
2DED	9A
2DEE	FA
2DEF	F4
2DF0	EF
2DF1	10
2DF2	84
2DF3	F5
2DF4	37
2DF5	DA
2DF6	A3
2DF7	0B
2DF8	A3
2DF9	9A
2DFA	67
2DFB	8D
2DFC	BE
2DFD	0D
2DFE	C2
2DFF	55
2E00	79
2E01	43
2E02	25
2E03	4F
2E04	F5
2E05	4E
2E06	93
2E07	C8
2E08	C0
2E09	98
2E0A	9D
2E0B	7D
2E0C	F9
2E0D	77
2E0E	70
2E0F	E7
2E10	D3
2E11	12
2E12	3F
2E13	97
2E14	7A
2E15	B1
2E16	83
2E17	E3
2E18	8F
2E19	FC
2E1A	6D
2E1B	F4
2E1C	14
2E1D	3C
2E1E	FF
2E1F	CF
2E20	94
2E21	C2
2E22	65
2E23	27
2E24	15
2E25	D0
2E26	4F
2E27	A0
2E28	8F
2E29	62
2E2A	46
2E2B	08
2E2C	B4
2E2D	80
2E2E	1A
2E2F	1B
2E30	D9
2E31	0F
2E32	1F
2E33	7D
2E34	BB
2E35	CC
2E36	9E
2E37	C3
2E38	45
2E39	19
2E3A	0E
2E3B	EB
2E3C	B8
2E3D	20
2E3E	D1
2E3F	05
2E40	A2
2E41	6D
2E42	63
2E43	8E
2E44	7C
2E45	0B
2E46	ED
2E47	AA
2E48	A3
2E49	4C
2E4A	19
2E4B	45
2E4C	B9
2E4D	48
2E4E	DD
2E4F	3D
2E50	7D
2E51	12
2E52	C0
2E53	41
2E54	DB
2E55	B5
2E56	4D
2E57	AD
2E58	5F
2E59	06
2E5A	99
2E5B	C3
2E5C	4B
2E5D	F0
2E5E	25
2E5F	0D
2E60	1E
2E61	3C
2E62	25
2E63	78
2E64	A0
2E65	29
2E66	A9
2E67	2F
2E68	6B
2E69	87
2E6A	2C
2E6B	9E
2E6C	6C
2E6D	E3
2E6E	62
2E6F	DD
2E70	F6
2E71	48
2E72	09
2E73	71
2E74	AC
2E75	CD
2E76	F3
2E77	F1
2E78	7A
2E79	35
2E7A	BD
2E7B	32
2E7C	17
2E7D	DB
2E7E	3E
2E7F	A4
2E80	DE
2E81	FE
2E82	7C
2E83	CB
2E84	97
2E85	F8
2E86	48
2E87	D3
2E88	35
2E89	A5
2E8A	80
2E8B	7A
2E8C	46
2E8D	82
2E8E	C0
2E8F	8F
2E90	8C
2E91	EE
2E92	5E
2E93	10
2E94	8E
2E95	16
2E96	96
2E97	68
2E98	BA
2E99	F5
2E9A	C9
2E9B	79
2E9C	C6
2E9D	17
2E9E	1D
2E9F	89
2EA0	44
2EA1	EE
2EA2	27
2EA3	44
2EA4	7C
2EA5	A4
2EA6	8E
2EA7	64
2EA8	71
2EA9	DA
2EAA	6F
2EAB	27
2EAC	97
2EAD	A2
2EAE	B7
2EAF	9C
2EB0	2E
2EB1	B7
2EB2	41
2EB3	A9
2EB4	D6
2EB5	64
2EB6	86
2EB7	65
2EB8	04
2EB9	84
2EBA	5B
2EBB	6E
2EBC	1D
2EBD	9E
2EBE	DD
2EBF	EE
2EC0	D6
2EC1	8B
2EC2	10
2EC3	AA
2EC4	5E
2EC5	73
2EC6	E7
2EC7	A2
2EC8	A0
2EC9	0D
2ECA	B6
2ECB	FF
2ECC	77
2ECD	80
2ECE	8E
2ECF	06
2ED0	03
2ED1	C1
2ED2	B4
2ED3	63
2ED4	32
2ED5	7D
2ED6	1E
2ED7	2A
2ED8	A4
2ED9	48
2EDA	0A
2EDB	7C
2EDC	FD
2EDD	A5
2EDE	C5
2EDF	14
2EE0	ED
2EE1	1C
2EE2	95
2EE3	7A
2EE4	1A
2EE5	81
2EE6	69
2EE7	25
2EE8	BD
2EE9	DA
2EEA	CF
2EEB	2A
2EEC	4D
2EED	C9
2EEE	C4
2EEF	BB
2EF0	EC
2EF1	05
2EF2	30
2EF3	35
2EF4	D8
2EF5	40
2EF6	CB
2EF7	45
2EF8	8A
2EF9	F4
2EFA	2B
2EFB	78
2EFC	53
2EFD	77
2EFE	29
2EFF	11
2F00	B9
2F01	F7
2F02	C8
2F03	44
2F04	A9
2F05	59
2F06	6F
2F07	F5
2F08	71
2F09	C0
2F0A	0C
2F0B	8D
2F0C	6F
2F0D	A2
2F0E	AE
2F0F	44
2F10	60
2F11	D0
2F12	A2
2F13	B6
2F14	7A
2F15	DB
2F16	BC
2F17	E2
2F18	42
2F19	4B
2F1A	CD
2F1B	AD
2F1C	BB
2F1D	46
2F1E	58
2F1F	EB
2F20	99
2F21	23
2F22	CD
2F23	24
2F24	9F
2F25	2C
2F26	6E
2F27	82
2F28	87
2F29	43
2F2A	30
2F2B	76
2F2C	39
2F2D	7A
2F2E	73
2F2F	0F
2F30	5D
2F31	B9
2F32	8C
2F33	70
2F34	1C
2F35	8D
2F36	5F
2F37	C4
2F38	93
2F39	1E
2F3A	FD
2F3B	00
2F3C	FE
2F3D	57
2F3E	11
2F3F	4D
2F40	1C
2F41	F1
2F42	A2
2F43	F2
2F44	B2
2F45	AE
2F46	7D
2F47	F9
2F48	9C
2F49	D2
2F4A	65
2F4B	D9
2F4C	23
2F4D	B8
2F4E	F2
2F4F	58
2F50	FD
2F51	E0
2F52	98
2F53	C7
2F54	82
2F55	73
2F56	FB
2F57	8D
2F58	02
2F59	41
2F5A	B5
2F5B	38
2F5C	41
2F5D	0D
2F5E	DB
2F5F	F5
2F60	57
2F61	9D
2F62	BA
2F63	FE
2F64	76
2F65	40
2F66	B4
2F67	BB
2F68	78
2F69	87
2F6A	46
2F6B	7A
2F6C	AC
2F6D	A3
2F6E	CA
2F6F	07
2F70	86
2F71	BC
2F72	AF
2F73	A1
2F74	CE
2F75	AE
2F76	01
2F77	4C
2F78	FF
2F79	34
2F7A	5B
2F7B	56
2F7C	D3
2F7D	C9
2F7E	2A
2F7F	5E
2F80	7B
2F81	8E
2F82	0E
2F83	14
2F84	B5
2F85	42
2F86	F5
2F87	24
2F88	60
2F89	A1
2F8A	92
2F8B	72
2F8C	E8
2F8D	09
2F8E	E3
2F8F	EF
2F90	A4
2F91	96
2F92	C1
2F93	80
2F94	14
2F95	F1
2F96	7E
2F97	80
2F98	2A
2F99	C2
2F9A	6A
2F9B	17
2F9C	48
2F9D	4D
2F9E	C6
2F9F	F1
2FA0	11
2FA1	A9
2FA2	B5
2FA3	3B
2FA4	88
2FA5	3B
2FA6	02
2FA7	DB
2FA8	51
2FA9	9B
2FAA	7B
2FAB	7B
2FAC	67
2FAD	92
2FAE	B5
2FAF	01
2FB0	BB
2FB1	A3
2FB2	15
2FB3	2D
2FB4	95
2FB5	FB
2FB6	65
2FB7	48
2FB8	F2
2FB9	4C
2FBA	B0
2FBB	2C
2FBC	F8
2FBD	D1
2FBE	41
2FBF	09
2FC0	C9
2FC1	80
2FC2	E9
2FC3	C0
2FC4	31
2FC5	6E
2FC6	60
2FC7	B6
2FC8	93
2FC9	C1
2FCA	1E
2FCB	19
2FCC	C5
2FCD	E6
2FCE	28
2FCF	C9
2FD0	2C
2FD1	8D
2FD2	CB
2FD3	EA
2FD4	37
2FD5	FD
2FD6	28
2FD7	CE
2FD8	00
2FD9	85
2FDA	30
2FDB	AC
2FDC	DE
2FDD	26
2FDE	AC
2FDF	8D
2FE0	EF
2FE1	0E
2FE2	04
2FE3	AE
2FE4	76
2FE5	D1
2FE6	71
2FE7	6E
2FE8	31
2FE9	C5
2FEA	28
2FEB	20
2FEC	89
2FED	92
2FEE	EF
2FEF	83
2FF0	A3
2FF1	6D
2FF2	90
2FF3	32
2FF4	B1
2FF5	E6
2FF6	4E
2FF7	D2
2FF8	6B
2FF9	AF
2FFA	D2
2FFB	ED
2FFC	33
2FFD	62
2FFE	40
2FFF	CD
3000	AF
3001	D3
3002	22
3003	BF
3004	D0
3005	17
3006	05
3007	3F
3008	EE
3009	41
300A	4C
300B	F2
300C	53
300D	E3
300E	F1
300F	1D
3010	46
3011	50
3012	28
3013	4C
3014	1E
3015	FD
3016	59
3017	4F
3018	8D
3019	6E
301A	C3
301B	F9
301C	A1
301D	AB
301E	70
301F	4A
3020	D0
3021	25
3022	91
3023	AD
3024	13
3025	70
3026	3E
3027	46
3028	07
3029	F6
302A	6C
302B	F1
302C	D8
302D	F0
302E	29
302F	6C
3030	31
3031	27
3032	1F
3033	2B
3034	B3
3035	2F
3036	FB
3037	CE
3038	E3
3039	68
303A	D3
303B	09
303C	7E
303D	5D
303E	43
303F	75
3040	D2
3041	01
3042	F3
3043	F1
3044	2A
3045	5D
3046	89
3047	7C
3048	AD
3049	12
304A	E1
304B	19
304C	8A
304D	41
304E	D3
304F	45
3050	E0
3051	61
3052	55
3053	E0
3054	28
3055	15
3056	BC
3057	58
3058	75
3059	DF
305A	0B
305B	6C
305C	7E
305D	F4
305E	AF
305F	0B
3060	36
3061	0D
3062	FF
3063	F1
3064	64
3065	1A
3066	EE
3067	C7
3068	C9
3069	6D
306A	09
306B	9C
306C	C6
306D	6F
306E	17
306F	2F
3070	5A
3071	91
3072	D1
3073	2D
3074	4E
3075	C7
3076	41
3077	99
3078	AF
3079	0E
307A	65
307B	AA
307C	92
307D	93
307E	BD
307F	D9
3080	69
3081	82
3082	1D
3083	E4
3084	40
3085	EE
3086	79
3087	88
3088	57
3089	D6
308A	10
308B	24
308C	03
308D	A9
308E	0A
308F	3B
3090	A4
3091	F3
3092	84
3093	26
3094	DF
3095	14
3096	99
3097	42
3098	29
3099	81
309A	D6
309B	91
309C	9A
309D	CB
309E	11
309F	E9
30A0	6D
30A1	75
30A2	0F
30A3	7F
30A4	3C
30A5	9C
30A6	27
30A7	7D
30A8	E2
30A9	05
30AA	02
30AB	9B
30AC	FF
30AD	F2
30AE	47
30AF	88
30B0	E1
30B1	14
30B2	A1
30B3	5F
30B4	93
30B5	68
30B6	49
30B7	DE
30B8	86
30B9	2B
30BA	7A
30BB	FC
30BC	58
30BD	6C
30BE	DE
30BF	BA
30C0	91
30C1	2F
30C2	B0
30C3	DA
30C4	60
30C5	CC
30C6	5E
30C7	3C
30C8	BF
30C9	18
30CA	BD
30CB	8C
30CC	06
30CD	2A
30CE	50
30CF	60
30D0	0E
30D1	03
30D2	71
30D3	C2
30D4	E6
30D5	88
30D6	AD
30D7	21
30D8	10
30D9	EF
30DA	06
30DB	04
30DC	02
30DD	2E
30DE	70
30DF	EB
30E0	39
30E1	B0
30E2	AE
30E3	44
30E4	BF
30E5	41
30E6	8A
30E7	C2
30E8	A1
30E9	66
30EA	3D
30EB	0E
30EC	C1
30ED	FF
30EE	33
30EF	7A
30F0	73
30F1	68
30F2	1E
30F3	26
30F4	EA
30F5	B5
30F6	8C
30F7	C8
30F8	F3
30F9	F7
30FA	C5
30FB	54
30FC	73
30FD	63
30FE	6A
30FF	0E
3100	93
3101	AD
3102	27
3103	7D
3104	B0
3105	35
3106	33
3107	91
3108	C8
3109	D2
310A	4C
310B	59
310C	C2
310D	0F
310E	6B
310F	E1
3110	1E
3111	14
3112	DD
3113	C7
3114	9B
3115	B2
3116	EA
3117	F3
3118	9C
3119	34
311A	2F
311B	8E
311C	FB
311D	EB
311E	77
311F	1C
3120	DF
3121	56
3122	4B
3123	08
3124	EA
3125	C5
3126	C3
3127	2A
3128	2B
3129	47
312A	C8
312B	69
312C	05
312D	FE
312E	C5
312F	73
3130	91
3131	A4
3132	88
3133	F8
3134	5C
3135	E4
3136	C5
3137	09
3138	49
3139	FD
313A	B0
313B	61
313C	A9
313D	47
313E	7A
313F	D0
3140	81
3141	5B
3142	B0
3143	5B
3144	30
3145	05
3146	61
3147	A8
3148	44
3149	B9
314A	30
314B	19
314C	8F
314D	CB
314E	9F
314F	E2
3150	86
3151	F3
3152	DD
3153	FF
3154	71
3155	90
3156	F5
3157	F0
3158	75
3159	83
315A	B7
315B	3C
315C	F6
315D	3E
315E	13
315F	E3
3160	14
3161	91
3162	83
3163	D2
3164	8A
3165	49
3166	60
3167	0B
3168	ED
3169	53
316A	BB
316B	83
316C	02
316D	FD
316E	E1
316F	74
3170	03
3171	B1
3172	6B
3173	DD
3174	35
3175	89
3176	AE
3177	77
3178	08
3179	23
317A	26
317B	A6
317C	DE
317D	41
317E	1D
317F	6A
3180	09
3181	F2
3182	E7
3183	34
3184	01
3185	17
3186	76
3187	A7
3188	58
3189	31
318A	00
318B	E3
318C	AD
318D	9D
318E	7E
318F	80
3190	CE
3191	30
3192	CD
3193	AA
3194	2E
3195	BF
3196	21
3197	79
3198	D4
3199	FC
319A	5F
319B	64
319C	50
319D	80
319E	92
319F	71
31A0	76
31A1	CC
31A2	C1
31A3	48
31A4	34
31A5	21
31A6	A0
31A7	29
31A8	59
31A9	A8
31AA	1B
31AB	1B
31AC	3D
31AD	BA
31AE	BB
31AF	FE
31B0	A0
31B1	2D
31B2	13
31B3	CE
31B4	21
31B5	56
31B6	CD
31B7	C2
31B8	2C
31B9	00
31BA	49
31BB	4D
31BC	C2
31BD	95
31BE	A6
31BF	79
31C0	BC
31C1	C7
31C2	B8
31C3	B7
31C4	3D
31C5	04
31C6	FE
31C7	42
31C8	93
31C9	5E
31CA	9C
31CB	6A
31CC	4D
31CD	2A
31CE	02
31CF	FE
31D0	43
31D1	AB
31D2	3B
31D3	65
31D4	87
31D5	DA
31D6	36
31D7	67
31D8	3E
31D9	83
31DA	7E
31DB	AD
31DC	B6
31DD	D4
31DE	F6
31DF	F7
31E0	48
31E1	91
31E2	C0
31E3	06
31E4	E3
31E5	1C
31E6	19
31E7	1F
31E8	59
31E9	85
31EA	C9
31EB	90
31EC	73
31ED	7A
31EE	68
31EF	C4
31F0	5F
31F1	2D
31F2	8E
31F3	A1
31F4	2D
31F5	77
31F6	12
31F7	08
31F8	8A
31F9	CA
31FA	D9
31FB	69
31FC	97
31FD	78
31FE	9A
31FF	D0
3200	20
3201	BB
3202	9A
3203	99
3204	52
3205	EB
3206	0C
3207	38
3208	93
3209	88
320A	BB
320B	06
320C	93
320D	7C
320E	EA
320F	11
3210	CC
3211	BA
3212	E2
3213	C3
3214	4B
3215	DB
3216	72
3217	82
3218	45
3219	93
321A	69
321B	6B
321C	AA
321D	17
321E	59
321F	22
3220	54
3221	26
3222	DA
3223	FF
3224	49
3225	C0
3226	48
3227	5F
3228	1F
3229	5A
322A	CF
322B	9F
322C	B6
322D	DF
322E	EB
322F	DF
3230	DC
3231	C3
3232	DF
3233	87
3234	82
3235	C2
3236	39
3237	EA
3238	4E
3239	F9
323A	45
323B	10
323C	14
323D	7D
323E	BE
323F	0C
3240	A9
3241	94
3242	51
3243	D2
3244	A7
3245	90
3246	69
3247	51
3248	21
3249	7C
324A	E8
324B	10
324C	0C
324D	BB
324E	58
324F	89
3250	8E
3251	14
3252	61
3253	81
3254	CC
3255	94
3256	E2
3257	6E
3258	6F
3259	C3
325A	15
325B	5F
325C	DD
325D	F0
325E	0C
325F	E8
3260	C1
3261	70
3262	AF
3263	6C
3264	A0
3265	A0
3266	3C
3267	29
3268	45
3269	FE
326A	DD
326B	16
326C	16
326D	A0
326E	4D
326F	5C
3270	F8
3271	B9
3272	99
3273	10
3274	E4
3275	78
3276	8E
3277	A5
3278	85
3279	D8
327A	B2
327B	F3
327C	E9
327D	69
327E	A7
327F	CC
3280	BE
3281	BB
3282	1A
3283	96
3284	5A
3285	CB
3286	53
3287	72
3288	83
3289	7D
328A	70
328B	74
328C	B1
328D	50
328E	C9
328F	BC
3290	63
3291	92
3292	CC
3293	B3
3294	A7
3295	4F
3296	B2
3297	A1
3298	20
3299	D3
329A	84
329B	E8
329C	E8
329D	21
329E	5C
329F	34
32A0	E0
32A1	43
32A2	54
32A3	DF
32A4	AA
32A5	06
32A6	88
32A7	CB
32A8	BD
32A9	75
32AA	1A
32AB	57
32AC	B4
32AD	CE
32AE	1A
32AF	2C
32B0	0E
32B1	CC
32B2	97
32B3	CD
32B4	04
32B5	1F
32B6	8C
32B7	DF
32B8	3E
32B9	E8
32BA	68
32BB	2C
32BC	CD
32BD	F6
32BE	F3
32BF	C7
32C0	A6
32C1	7D
32C2	F9
32C3	33
32C4	BE
32C5	6F
32C6	46
32C7	C7
32C8	AF
32C9	A3
32CA	2C
32CB	B6
32CC	61
32CD	78
32CE	2C
32CF	A7
32D0	38
32D1	47
32D2	3D
32D3	93
32D4	B2
32D5	EC
32D6	06
32D7	51
32D8	11
32D9	11
32DA	D5
32DB	CA
32DC	4D
32DD	9D
32DE	E5
32DF	30
32E0	7F
32E1	FF
32E2	05
32E3	93
32E4	FF
32E5	56
32E6	90
32E7	3F
32E8	4D
32E9	53
32EA	48
32EB	FD
32EC	67
32ED	3A
32EE	39
32EF	CB
32F0	3A
32F1	23
32F2	F3
32F3	7E
32F4	8B
32F5	56
32F6	46
32F7	B9
32F8	1F
32F9	87
32FA	75
32FB	44
32FC	7A
32FD	1C
32FE	27
32FF	37
3300	3D
3301	6F
3302	F0
3303	4A
3304	31
3305	75
3306	F1
3307	FC
3308	78
3309	BD
330A	A6
330B	EC
330C	AD
330D	8E
330E	B2
330F	60
3310	7A
3311	EA
3312	F9
3313	2D
3314	E5
